PID,district
534431050,Fellows
528344060,Fellows
909452114,Edwards
534276190,Fellows
907253060,Edwards
902329090,Meeker
527453160,Fellows
903233080,Meeker
528292060,
909256120,Edwards
906223220,Sawyer
535153150,Meeker
527163080,
907414080,Edwards
527402090,Meeker
535426260,Meeker
528322020,Fellows
908152180,Edwards
909131170,Edwards
527146135,
907255010,Edwards
528142110,
533223030,Fellows
907131120,Sawyer
534201130,Fellows
528366050,Fellows
528340030,Fellows
903475020,
908152290,Edwards
527163100,
916477020,Mitchell
535456010,Meeker
534129080,Fellows
535101020,Meeker
528320060,Fellows
903234220,Meeker
911370520,Mitchell
528218020,
902325050,Meeker
905427070,Edwards
907252050,Edwards
907253130,Edwards
903429080,Meeker
527451060,Meeker
907418040,Edwards
911226030,Mitchell
535402230,Meeker
527427230,Meeker
903204030,
923225360,Mitchell
903202120,Meeker
527455050,Fellows
903231190,Meeker
528275110,
906202040,Sawyer
528382030,Fellows
907200190,Sawyer
531451110,Sawyer
906340130,Sawyer
923400025,Mitchell
528480130,Fellows
534277070,Fellows
907203060,Sawyer
528480160,Fellows
907135050,Sawyer
916403010,Mitchell
528482020,Fellows
905451320,Edwards
907135260,Sawyer
527455280,Fellows
527451400,Meeker
528290030,
535154080,Meeker
909276110,
914476010,Mitchell
535451210,Meeker
916402115,Mitchell
527375160,Fellows
527252080,
916380060,Mitchell
533125080,Fellows
908275180,Edwards
528348030,Fellows
907252190,Edwards
527190220,
534425015,Fellows
528172060,
527164120,
534477270,Fellows
527105050,
906394040,Sawyer
902206240,Meeker
909253010,Edwards
907290040,Edwards
535457020,Meeker
902204120,Meeker
535301170,Meeker
923228230,Mitchell
923202060,Mitchell
904302260,Edwards
909275250,Edwards
531452080,Sawyer
528138020,
905101330,Sawyer
916475110,Mitchell
534128020,Fellows
527358090,Fellows
909250120,Edwards
909254150,Edwards
905202190,Sawyer
527353060,Fellows
905478220,Edwards
902456015,Mitchell
916402015,Mitchell
905426100,Edwards
923228220,Mitchell
527182020,
528175060,
908102040,
903230110,Meeker
906223210,Sawyer
527377030,Fellows
905101260,Sawyer
903426180,Meeker
916475020,Mitchell
905200490,Sawyer
905401045,Edwards
902205090,Meeker
910205130,Mitchell
528280130,
534127130,Fellows
526353030,Meeker
903481100,Mitchell
535402120,Meeker
527302210,Fellows
532378130,Sawyer
902301130,Meeker
902103100,Meeker
535454100,Meeker
909250040,Edwards
902325070,Meeker
533125140,Fellows
924100060,Mitchell
533251120,Fellows
907414020,Edwards
535451110,Meeker
535302130,Meeker
905402110,Edwards
534175100,Fellows
527164060,
907270050,Edwards
528178010,
907200230,Sawyer
527162090,
527450460,Meeker
528106120,
528294070,
535455090,Meeker
535176070,Meeker
902405070,Meeker
535478090,Meeker
907202130,Sawyer
902100030,Meeker
902105050,Meeker
534252270,Fellows
532377050,Sawyer
534177210,Fellows
533221030,Fellows
909175030,Edwards
528164040,
527402240,Meeker
528181070,
535152130,Meeker
535353160,
907420080,Edwards
907410130,Edwards
534403410,Fellows
533205110,Fellows
907262050,Edwards
902405100,Meeker
534251280,Fellows
533205060,Fellows
907405130,Edwards
924100050,Mitchell
923225370,Mitchell
906203120,Sawyer
903400220,Meeker
911370530,Mitchell
528235120,
532477040,Sawyer
528228430,
527357110,Fellows
907202100,Sawyer
534127190,Fellows
535125070,Meeker
535401080,Meeker
534403400,Fellows
908188150,Edwards
527427160,Meeker
528326060,Fellows
531385130,Sawyer
906230030,Sawyer
906426210,Sawyer
527162110,
527276150,
907201230,Sawyer
905104110,Sawyer
914476330,Mitchell
907290160,Sawyer
907125080,Sawyer
908188110,Edwards
528172150,
535350040,Meeker
535302140,Meeker
528108010,
531375090,Sawyer
526353050,Meeker
909276170,Edwards
528228295,
907202050,Sawyer
905107240,Sawyer
535305180,Meeker
531453040,Sawyer
923277040,Mitchell
528435070,Fellows
527454120,Fellows
923228290,Mitchell
903451090,Mitchell
527354050,Fellows
526351010,Meeker
908128110,Edwards
905427050,Edwards
923230200,Mitchell
528228565,
906402070,Sawyer
528431070,Fellows
532378120,Sawyer
907290020,Edwards
905106210,Sawyer
534276290,Fellows
528458140,Fellows
910203290,Mitchell
534226060,Fellows
534178010,Fellows
907401060,Edwards
911225110,Mitchell
908250030,Edwards
909281010,Edwards
914475010,Mitchell
923225050,Mitchell
916455170,Mitchell
534451170,Fellows
909175080,Edwards
906225210,Sawyer
903234090,Meeker
907251090,Sawyer
905475500,Edwards
528458180,Fellows
909252170,Edwards
906425045,Sawyer
903228150,Meeker
534400050,Fellows
914452090,Mitchell
528326030,Fellows
905402090,Edwards
907227060,Sawyer
905102010,Sawyer
907255020,Edwards
528315090,Fellows
528482010,Fellows
535304170,Meeker
528174030,
535402330,Meeker
903226170,Meeker
911104060,Mitchell
906403060,Sawyer
908102320,Edwards
535454050,Meeker
909276210,Edwards
528250030,
531375130,Sawyer
907201060,Sawyer
527208010,
902402150,Meeker
528174010,
903233120,Meeker
528490080,Fellows
527357180,Fellows
532354090,Sawyer
527354200,Fellows
903233050,Meeker
535378020,Meeker
528250070,
535353240,
528240060,
903228040,Meeker
533252130,Fellows
535325290,Meeker
907401090,Edwards
908225290,Edwards
905200290,Sawyer
535179120,Meeker
905103030,Sawyer
907262060,Edwards
909254090,Edwards
909175100,Edwards
923276250,Mitchell
527401130,
534201040,Fellows
908127120,Edwards
905105260,Sawyer
904351200,Edwards
902207110,Meeker
902100110,Meeker
902105010,Meeker
909426060,Edwards
534401140,Fellows
527377110,Fellows
908102290,Edwards
907252120,Edwards
535451170,Meeker
903425245,Meeker
902107050,Meeker
531477020,Sawyer
905104180,Sawyer
909177120,Edwards
528228375,
906475170,Sawyer
534451150,Fellows
535375010,Meeker
528354050,Fellows
534455080,Fellows
903201090,Meeker
910226060,Mitchell
916125425,Mitchell
534128210,Fellows
528328100,Fellows
903429010,Meeker
531384030,Sawyer
528110020,
532351050,Sawyer
527328010,
902201090,Meeker
534127270,Fellows
531379050,Sawyer
907135080,Sawyer
908152280,Edwards
905106150,Sawyer
527454050,Fellows
923276260,Mitchell
533223010,Fellows
534475170,Fellows
533212020,Fellows
535180020,Meeker
527403120,Meeker
528376010,Fellows
527252050,
533221100,Fellows
528250060,
535378120,Meeker
903427090,Meeker
528488120,Fellows
910206110,Mitchell
905107110,Sawyer
902401030,Meeker
527106150,
534430090,Fellows
923225150,Mitchell
908152060,Edwards
905426200,Edwards
909103020,Edwards
902330040,Meeker
908152035,Edwards
528292040,
534276010,Fellows
534175010,Fellows
909252150,Edwards
905228020,Sawyer
535180100,Meeker
923252080,Mitchell
906392100,Sawyer
907194010,Sawyer
535402100,Meeker
902329070,Meeker
903234030,Meeker
533130170,Fellows
534275100,Fellows
527158020,
909100170,Edwards
527107010,
532378180,Sawyer
534479120,
923203100,Mitchell
902128100,Meeker
528172080,
528172050,
528344100,Fellows
905226130,Sawyer
907135180,Sawyer
907180050,Sawyer
909252020,Edwards
534276160,Fellows
527225035,
923229110,Mitchell
528240030,
526352080,Meeker
534476260,Fellows
531382090,Sawyer
902329030,Meeker
535303150,Meeker
911370540,Mitchell
535176100,Meeker
535457070,Meeker
909250220,Edwards
534450150,Fellows
528290190,
902109080,Meeker
527453010,Fellows
903430130,Meeker
902206040,Meeker
528292070,
533223080,Fellows
535153140,Meeker
528221070,
533352150,Sawyer
528327060,Fellows
528354060,Fellows
905452040,Edwards
527425035,
535455060,Meeker
905225090,Sawyer
528344070,Fellows
527161010,
535125010,Meeker
531451280,Sawyer
528290060,
906203140,Sawyer
902108060,Meeker
533212010,Fellows
527450280,Meeker
532354060,Sawyer
908250040,Edwards
907202140,Sawyer
906223140,Sawyer
903236200,Meeker
534276360,Fellows
907425035,Sawyer
528458110,Fellows
923225390,Mitchell
903225050,Meeker
906340110,Sawyer
902331010,Meeker
909275160,Edwards
527163020,
535383110,Meeker
921205070,Mitchell
902207150,Meeker
534252240,Fellows
909250150,Edwards
907131070,Sawyer
534477090,Fellows
527451460,Meeker
909275310,Edwards
535476370,Meeker
527427200,Meeker
903430080,Meeker
907252020,Edwards
909252010,Edwards
905378040,Edwards
907187080,Sawyer
527452190,Fellows
908225370,Edwards
906201050,Sawyer
907131190,Sawyer
533352170,Sawyer
903484020,Mitchell
535106190,Meeker
528439030,Fellows
527404140,Meeker
907275090,Edwards
906394020,Sawyer
535152010,Meeker
531369060,Sawyer
534127170,Fellows
527451020,Meeker
903458020,Mitchell
528315080,Fellows
535175030,Meeker
906204280,Sawyer
534202020,Fellows
527250040,
908188140,Edwards
535425050,Meeker
527106010,
528280110,
527166040,
908102050,
904100030,Sawyer
905480090,Edwards
914465055,Mitchell
909176140,Edwards
535477060,Meeker
527455030,Fellows
528490040,Fellows
527302050,Fellows
902402130,Meeker
528354100,Fellows
902109110,Meeker
907290170,Sawyer
903476100,Mitchell
527212060,
534126090,Fellows
909276070,Edwards
534278190,Fellows
534204120,Fellows
535425040,Meeker
907202160,Sawyer
903227070,Meeker
531375050,Sawyer
535375140,Meeker
534201230,Fellows
906380100,Sawyer
535106180,Meeker
535177100,Meeker
531363040,Sawyer
909275080,Edwards
910202050,Mitchell
907196040,
528180070,
527451380,Meeker
534152100,Fellows
534252070,Fellows
528290140,
527404180,Meeker
904100190,Sawyer
908228040,Edwards
902104060,Meeker
527455090,Fellows
528112150,
534430080,Fellows
905101070,Sawyer
531451030,Sawyer
923225490,Mitchell
531385060,Sawyer
907290070,Edwards
908188120,Edwards
907181100,Sawyer
535457090,Meeker
902204060,Meeker
534429030,Fellows
902300020,Meeker
907254090,Edwards
908127060,Edwards
534177180,Fellows
923400125,Mitchell
528174060,
528172070,
905229040,Sawyer
535327160,Meeker
535377090,Meeker
916403250,Mitchell
916475100,Mitchell
908275220,Edwards
907290180,Sawyer
909101180,Edwards
923230190,Mitchell
527453150,Fellows
923228420,Mitchell
905108090,Sawyer
914453045,Mitchell
535302120,Meeker
535456110,Meeker
527328020,
535380050,Meeker
923250210,Mitchell
535454060,Meeker
534401200,Fellows
909250030,Edwards
527375180,Fellows
905376090,Edwards
534476100,Fellows
528280100,
528228435,
923250060,Mitchell
535152230,Meeker
906340120,Sawyer
527107020,
528120120,
909425130,Edwards
528181050,
527359160,Fellows
907405140,Edwards
905226030,Sawyer
904350045,Edwards
535454150,Meeker
909452102,Edwards
909250080,Edwards
902305090,Meeker
533212050,Fellows
902107030,Meeker
914476020,Mitchell
905225080,Sawyer
527301245,Fellows
527451550,Meeker
903476090,Mitchell
902110090,Meeker
527132090,
527450220,Meeker
909425085,Edwards
910200060,Mitchell
527380240,Fellows
528186030,
528106070,
527163040,
534127140,Fellows
535376010,Meeker
527359070,Fellows
902134060,Meeker
527404150,Meeker
534475100,Fellows
528363110,Fellows
916460020,Mitchell
528142140,
906392070,Sawyer
904101110,Sawyer
907412070,Edwards
903201080,Meeker
534401120,Fellows
902207140,Meeker
908127040,Edwards
531376070,Sawyer
527301170,Fellows
528240130,
528275070,
904302010,Edwards
902306120,Meeker
534251030,Fellows
902406020,Meeker
906392080,Sawyer
534175080,Fellows
533242080,Fellows
914474020,Mitchell
534129040,Fellows
535402270,Meeker
535353060,Meeker
534475250,Fellows
527425025,
902205140,Meeker
906475200,Sawyer
909251090,Edwards
535155110,Meeker
527403310,Meeker
527162080,
905325030,Edwards
533253160,Fellows
907125120,Sawyer
903457040,Mitchell
902325160,Meeker
528235050,
528478040,Fellows
528240040,
528178090,
923277080,Mitchell
903235010,Meeker
923275010,Mitchell
528439060,Fellows
907290140,Sawyer
535126100,Meeker
535325320,Meeker
527226010,
535354130,Meeker
909101070,Edwards
905201030,Sawyer
923203190,Mitchell
535383100,Meeker
531376030,Sawyer
902206130,Meeker
532478020,Sawyer
532377140,Sawyer
528458060,Fellows
533350020,Sawyer
904301100,Edwards
535403010,Meeker
923277030,Mitchell
527184110,
535152060,Meeker
527166010,
903206170,Meeker
534226120,Fellows
527355060,Fellows
909282060,Edwards
527127150,
528365070,Fellows
909475140,Edwards
906380190,Sawyer
535177110,Meeker
527401160,
902400110,Meeker
527353080,Fellows
534278170,Fellows
533252020,Fellows
923202220,Mitchell
907251100,Sawyer
535451190,Meeker
902128020,Meeker
911102090,Mitchell
903425340,Meeker
527402200,Meeker
527301080,Fellows
923275140,Mitchell
535475010,Meeker
532354230,Sawyer
528150040,
533244040,Fellows
531450030,Sawyer
527354040,Fellows
535305120,Meeker
535151100,Meeker
902304040,Meeker
906392130,Sawyer
528358030,Fellows
906380210,Sawyer
527452100,Fellows
527450150,Meeker
907125090,Sawyer
908130020,Edwards
907194160,Edwards
907131060,Sawyer
531363060,Sawyer
903484110,Mitchell
535402090,Meeker
902402010,Meeker
526355170,Meeker
535301160,Meeker
905480160,Edwards
527107120,
902201140,Meeker
534479130,
528186080,
923225510,Mitchell
535180070,Meeker
905104030,Sawyer
528346050,Fellows
906392110,Sawyer
535375130,Meeker
527357020,Fellows
903227140,Meeker
534175140,Fellows
902106140,Meeker
923228200,Mitchell
527353020,Fellows
907290150,Sawyer
535176050,Meeker
528280180,
906402060,Sawyer
527403360,
534176250,Fellows
527378020,Fellows
903455030,Mitchell
908275090,Edwards
528120110,
535450100,Meeker
527301010,Fellows
535302200,Meeker
909252220,Edwards
923227030,Mitchell
527107240,
916226030,Edwards
909178160,Edwards
906201022,Sawyer
908102020,Edwards
531380080,Sawyer
527376100,Fellows
905200280,Sawyer
535402140,Meeker
905101100,Sawyer
527226020,
535451230,Meeker
528360050,Fellows
907265010,Edwards
531375140,Sawyer
535125060,Meeker
908186060,Edwards
526351030,Meeker
535451100,Meeker
905451050,Edwards
905226080,Sawyer
924151050,Mitchell
903232190,Meeker
905103130,Sawyer
902427140,Meeker
535152050,Meeker
907262070,Edwards
527327080,Fellows
527146030,
903427120,Meeker
533352075,Sawyer
907265030,Edwards
531380110,Sawyer
903232100,Meeker
909428180,Edwards
534476150,Fellows
527378010,Fellows
924100040,Mitchell
909275020,Edwards
909101190,Edwards
903206120,Meeker
904301410,Edwards
907295040,Edwards
907176010,Sawyer
905100060,Sawyer
532376110,Sawyer
914460020,Mitchell
527454200,Fellows
528482030,Fellows
907280100,Edwards
527110080,
528118090,
535105110,Meeker
526354020,Meeker
535477130,Meeker
905452070,Edwards
906378110,Sawyer
909426090,Edwards
533236090,Fellows
908275280,Edwards
903228090,Meeker
531385070,Sawyer
527356050,Fellows
527166030,
907290230,Sawyer
528186050,
535452120,Meeker
528482130,Fellows
534403050,Fellows
533244030,Fellows
528365080,Fellows
902206090,Meeker
909425010,Edwards
916384080,Mitchell
909101330,Edwards
535380110,Meeker
903236010,Meeker
905101200,Sawyer
531375110,Sawyer
907405030,Edwards
908276230,Edwards
909256060,Edwards
527108030,
906475100,Sawyer
907275010,Edwards
527404100,Meeker
905403150,Edwards
533350120,Sawyer
909254010,Edwards
533221040,Fellows
533254050,Fellows
535178120,Meeker
527403020,Meeker
916125360,Mitchell
909277040,Edwards
527302175,Fellows
905101490,Sawyer
907227100,Sawyer
911370510,Mitchell
907414030,Edwards
909275110,Edwards
905200260,Sawyer
902105130,Meeker
534453140,Fellows
907203070,Sawyer
910226040,Mitchell
905451410,Edwards
907295020,Edwards
533250190,Fellows
527450010,Meeker
906385020,Sawyer
534403100,Fellows
535453080,Meeker
528250100,
907130100,Sawyer
535152280,Meeker
528166090,
528480040,Fellows
535300040,Meeker
533215070,Fellows
527451520,Meeker
905475270,Edwards
908102030,Edwards
909177100,Edwards
902302150,Meeker
907201160,Sawyer
527453060,Fellows
905225020,Sawyer
528181010,
917425190,Mitchell
528180130,
531363030,Sawyer
902102060,Meeker
923229040,Mitchell
909256020,Edwards
533221110,Fellows
526355080,Meeker
907181120,Sawyer
903234160,Meeker
535454030,Meeker
534152070,Fellows
905106170,Sawyer
909257050,Edwards
534252060,Fellows
903200080,Meeker
907126010,Sawyer
907285020,Edwards
902109130,Meeker
903450060,Mitchell
916455010,Mitchell
535152070,Meeker
902206270,Meeker
534427090,Fellows
533130020,Fellows
527455270,Fellows
526302110,Meeker
905401100,Edwards
903227150,Meeker
534251320,Fellows
909100080,Edwards
905200160,Sawyer
914478020,Mitchell
527451650,Meeker
528142150,
531452210,Sawyer
528168030,
923202105,Mitchell
911103060,Mitchell
534401190,Fellows
907175100,Sawyer
902110010,Meeker
534431020,Fellows
908186080,Edwards
903233030,Meeker
902406070,Meeker
532354010,Sawyer
916380070,Mitchell
903425420,Meeker
907227030,Sawyer
910205120,Mitchell
906201120,Sawyer
923251080,Mitchell
534451080,Fellows
902103090,Meeker
909428240,
528120130,
907255030,Edwards
908102270,Edwards
909100150,Edwards
903231060,Meeker
923201020,Mitchell
534429150,Fellows
534129060,Fellows
534151090,Fellows
910204050,Mitchell
535457040,Meeker
903426200,Meeker
535383070,Meeker
535353180,
908128050,Edwards
528429050,Fellows
527455240,Fellows
906476030,
909254140,Edwards
527359030,Fellows
533251110,Fellows
908178050,Edwards
923225040,Mitchell
916455110,Mitchell
531452050,Sawyer
905351045,Edwards
905100030,Sawyer
909101100,Edwards
902201130,Meeker
527162140,
527108040,
534476080,Fellows
902404010,Meeker
902328040,Meeker
908102060,
533250130,Fellows
535380010,Meeker
532353130,Sawyer
531363050,Sawyer
534455030,Fellows
916382100,Mitchell
906201130,Sawyer
534125210,Fellows
535126140,Meeker
535126010,Meeker
533252040,Fellows
527356060,Fellows
535151020,Meeker
528294050,
923205015,Mitchell
527183060,
914465020,Mitchell
916386060,Mitchell
528250020,
532476080,Sawyer
527453070,Fellows
902134120,Meeker
903452090,Mitchell
533212110,Fellows
902301060,Meeker
534276040,Fellows
909280070,Edwards
527451640,Meeker
916460070,Mitchell
528120150,
902125160,Meeker
535154130,Meeker
527165230,
907412090,Edwards
528228465,
907126050,Sawyer
906204230,Sawyer
903233220,Meeker
528280150,
527403040,Meeker
533253090,Fellows
528180080,
528118020,
534477030,Fellows
532353020,Sawyer
527162120,
903425110,Meeker
907285010,Edwards
907192150,Edwards
532353050,Sawyer
528280230,
907280090,Edwards
531450090,Sawyer
905351089,Edwards
905452120,Edwards
923275080,Mitchell
908275200,Edwards
904352190,Edwards
923275090,Mitchell
923425030,Mitchell
534202130,Fellows
527450250,Meeker
903232170,Meeker
531369020,Sawyer
906380220,Sawyer
902106120,Meeker
535325450,Meeker
527402060,Meeker
909426080,Edwards
527165020,
916403130,Mitchell
527162130,
535450070,Meeker
905107310,Sawyer
902104020,Meeker
905109130,Sawyer
527146010,
527107090,
535152250,Meeker
902401010,Meeker
528363130,Fellows
534201250,Fellows
527455100,Fellows
528240050,
906424010,Sawyer
535456020,Meeker
535125090,Meeker
905477050,Edwards
923228370,Mitchell
535425010,Meeker
907425030,Sawyer
909254100,Edwards
533253210,Fellows
908203090,Edwards
907255060,Edwards
528366040,Fellows
534127080,Fellows
528228455,
535380140,Meeker
527163070,
907130110,Sawyer
528116030,
902106040,Meeker
527190050,
903231030,Meeker
903231080,Meeker
902327040,Meeker
535303050,Meeker
909251170,Edwards
914478110,Mitchell
902326060,Meeker
923225310,Mitchell
527359080,Fellows
535303030,Meeker
914475020,Mitchell
903454060,Mitchell
528120160,
923252100,Mitchell
905426030,Edwards
535476360,Meeker
528364110,Fellows
532376180,Sawyer
907250020,Sawyer
528235010,
528142130,
905475150,Edwards
902105020,Meeker
527165130,
902202150,Meeker
527105030,
535152200,Meeker
907410080,Edwards
916386080,Mitchell
534479240,Fellows
916386040,Mitchell
527161040,
528490070,Fellows
909175050,Edwards
908275040,Edwards
534104090,Fellows
528218090,
532378110,Sawyer
527355280,Fellows
535151040,Meeker
910203090,Mitchell
535151080,Meeker
923228390,Mitchell
527405180,Meeker
923225300,Mitchell
923230180,Mitchell
902125120,Meeker
534202170,Fellows
905477010,Edwards
923226250,Mitchell
907203010,Sawyer
535351050,Meeker
906420130,Sawyer
534428020,Fellows
907192020,Edwards
528386040,Fellows
902406090,Meeker
535353050,Meeker
532376080,Sawyer
903231130,Meeker
527455080,Fellows
528250010,
909101010,Edwards
909275050,Edwards
527302060,Fellows
534450110,Fellows
535382130,Meeker
535105030,Meeker
533253050,Fellows
528138060,
535377070,Meeker
905201120,Sawyer
923204150,Mitchell
907135040,Sawyer
903204040,Meeker
905100080,Sawyer
910202100,Mitchell
903454100,Mitchell
528292020,
903231070,Meeker
528110010,
528228325,
534401110,Fellows
908226130,Edwards
534252090,Fellows
902330090,Meeker
535354070,Meeker
916326010,Mitchell
905200380,Sawyer
902406030,Meeker
535354200,Meeker
923226150,Mitchell
903234050,Meeker
532353030,Sawyer
534431070,
528435050,Fellows
528482040,Fellows
904101070,Sawyer
528102040,
527452060,Fellows
534127260,Fellows
907275140,Edwards
903201020,Meeker
534278150,Fellows
527182040,
528120020,
905476120,Edwards
910201130,Mitchell
905201020,Sawyer
535181030,Meeker
913350030,Mitchell
531451020,Sawyer
531452140,Sawyer
906201023,Sawyer
904302030,Edwards
905105200,Sawyer
905108170,Sawyer
534129370,Fellows
528275160,
914476520,Mitchell
905451330,Edwards
903401050,Meeker
905101310,Sawyer
903232090,Meeker
535425070,Meeker
907227300,Sawyer
902306130,Meeker
903202170,Meeker
902207010,Meeker
535478070,Meeker
902109010,Meeker
907185050,Sawyer
534275220,Fellows
535450220,Meeker
902305080,Meeker
535304100,Meeker
528250040,
907262030,Edwards
907285040,Edwards
535302080,Meeker
905107250,Sawyer
535179020,Meeker
533217060,Fellows
527165100,
528290120,
535101110,Meeker
535402220,Meeker
533208080,Fellows
916225130,Edwards
910200110,Mitchell
534479150,
528294010,
905102170,Sawyer
532376170,Sawyer
905377050,Edwards
534430050,Fellows
908128100,Edwards
903205040,Meeker
905402060,Edwards
909275030,Edwards
907192040,Edwards
906223180,Sawyer
